Name,Market,Price,CategoryName,CaloriesPer100g,ProteinPer100g,CarbsPer100g,FatPer100g
Agarta 100 ml Doğal Ozon Yağı,Pazarama,"223,93 TL",gida,,,,
Fibrelle 3 Kutu 300 Tablet  Stevia Tablet Tatlandırıcı,Amazon,"316,11 TL",gida,,,,
Ülker Bizim Baklava 18 lt Sıvı Yağ,idefix,"1.729,80 TL",gida,,,,
Mahmood 2x4 kg Rice Basmati Pirinç,PttAVM,"912,83 TL",gida,360,7.1,79,0.5
Tadım 75 gr Naturel Midi Karışık Kuruyemiş,Amazon,"50,00 TL",gida,607,17.0,23.0,50.0
Altunsa 3x250 gr Vanilya Aromalı Muhallebi Tozu,Pazarama,"172,00 TL",gida,288,3.0,13.0,12.0
Mayi Tuz 110 gr Seramik Değirmen Tuz,Özel Beslenme,"127,90 TL",gida,,,,
Siirt Ürünleri 2 kg Taze Kavrulmuş Kaju Fıstığı,PttAVM,"799,00 TL",gida,553,18.2,30.2,43.8
Şenay 600 gr Koruk Ekşisi,PttAVM,"177,59 TL",gida,,,,
"Dilşeker Lüks Hazır Keseli Paketlenmiş Düğün, Nişan ve Kına Kuruyemiş Çerezi 75 Adet x 50 gr",PttAVM,"3.037,10 TL",gida,,,,
3 kg Kuşburnu,PttAVM,"462,96 TL",gida,,,,
Şölen Butik Kahveli Bonbon Cam Şeker 1 kg,idefix,"307,72 TL",gida,387,0,100,0
"Olca 3,2 kg Domates Salçası",PttAVM,"356,36 TL",gida,82,4.3,18.9,0.5
"SuperFresh 8x37,5 gr Dondurulmuş Tahıllı Baget Ekmek",Getir Büyük,"68,99 TL",gida,265,9,49,3
Glutensiz Fabrika 100 gr Sade Karabuğday Patlağı,Getir Büyük,"36,50 TL",gida,,,,
Kent Boringer 240 gr Et Suyu Bulyon,PttAVM,"35,24 TL",gida,,,,
Nesfit 16'lı 23.5 gr Kırmızı Meyveli Tam Tahıl Bar,Amazon,"355,00 TL",gida,,,,
Jr. Sous Chef 230 gr Bio Organik Ekstra Acı Dijon Hardal,PttAVM,"264,08 TL",gida,66,3.0,5.0,4.0
Callebaut 811 1 kg Bitter Damla Çikolata,Amazon,"749,90 TL",gida,546,4.9,61,31
Pekşeker 5 kg Tek Sargılı Kesme Şeker,Haibrag,"303,49 TL",gida,387,0,100,0
Mina 5 lt Teneke Ayçiçek Yağı,Amazon,"539,90 TL",gida,884,0,0,100
Kellogg's 250 gr Karışık Meyveli Granola,Amazon,"70,32 TL",gida,,,,
Balocco 5x200 gr Savoıardı Kedidili,Amazon,"497,00 TL",gida,,,,
Eker 150 gr Sütlaç,Carrefour,"27,95 TL",gida,,,,
Nahita 500 ml Elma Sirkesi,PttAVM,"135,62 TL",gida,21,0,0.9,0
Tabib Lokman 500 ml Işkın Kökü Sirkesi,PttAVM,"266,83 TL",gida,,,,
Callebaut 811 1 kg Bitter Damla Çikolata,Amazon,"749,90 TL",gida,546,4.9,61,31
3 kg Kuşburnu,PttAVM,"462,96 TL",gida,,,,
Eker 150 gr Sütlaç,Carrefour,"27,95 TL",gida,,,,
Balocco 5x200 gr Savoıardı Kedidili,Amazon,"497,00 TL",gida,,,,
500 gr Antep Fıstığı,PttAVM,"358,80 TL",gida,562,20.0,28.0,45.0
Ülker 9 Kat Kat İnce Şekersiz 118 gr Fındıklı Gofret,Carrefoursa,"32,00 TL",gida,510,6.6,58,27
Milka Cake & Choc Kek 175 gr,Carrefour,"100,95 TL",gida,393,6.0,53,18
Arbella Rafadan Tayfa Uzay Serisi Sebzeli Eğlenceli 350 gr Makarna,Amazon,"38,00 TL",gida,370,13,75,1.5
Bal Küpü Küp Şeker 1 kg,a101,"51,50 TL",gida,387,0,100,0
Kent Tofy Meyveli Karışık 1 kg Şeker,PttAVM,"340,03 TL",gida,387,0,100,0
Kahve Dünyası 250 gr Lavi Karışık Dolgulu Çikolata Küp Kutu,Pazarama,"263,61 TL",gida,546,4.9,61,31
Algida Atelier Gelarto Belçika 430 ml Dondurma,Carrefour,"169,90 TL",gida,207,3.5,24.0,11.0
Avansas 18 Parça Ramazan Kolisi,Avansas,"575,00 TL",gida,,,,
Züber 45 gr Kakaolu Yüksek Protein Bar,Carrefour,"38,10 TL",gida,,,,
Bellucci Savoiardi 200 gr Kedi Dili Bisküvi,Pazarama,"51,88 TL",gida,475,6.7,68,20
Bisalt Delice Kaya Tuzu Iyotlu 500 gr,Tarım Kredi Kooperatifi,"32,50 TL",gida,0,0,0,0
Güvenal 140 gr Kemalpaşa Tatlısı,idefix,"170,00 TL",gida,,,,
Tat 390 gr Organik Ketçap,Getir Büyük,"35,50 TL",gida,112,1.2,25.0,0.3
Ege 300 gr Güllaç,Şok,"35,50 TL",gida,364,4.0,85.0,0.5
Kırlangıç 5 lt Natürel Sızma Zeytinyağı,Pazarama,"1.169,10 TL",gida,884,0,0,100
Dost 200 ml %20 Yağlı Bitkisel Krema,Bim,"14,75 TL",gida,,,,
Şölen 20 gr Ozmo Egg Yumurta,a101,"31,50 TL",gida,143,13,1,10
Bkroğlu 50 Adet Kuru Patlıcan,Starefsane,"160,00 TL",gida,25,1.0,6.0,0.2
Chocodan's 125 gr Bütün Fındıklı Karamelli Sütlü Çikolata,Pazarama,"179,91 TL",gida,546,4.9,61,31
Kahve Dünyası 33 gr Gofrik Fıstık Parçalı Fıstık Ezmeli Sütlü Çikolata,Pazarama,"215,10 TL",gida,546,4.9,61,31
Ülker %54 Bitter 200 gr Kuvertür Çikolata,Amazon-prime,"149,95 TL",gida,546,4.9,61,31
Kent Olips Mentol Okaliptus 1 kg Şeker,PttAVM,"292,52 TL",gida,387,0,100,0
Tat 800 gr Sultani Bamya Teneke Konserve Sebze,Carrefour,"89,93 TL",gida,33,2.0,7.5,0.2
Myday 250 gr Krem Şanti Sprey,Amazon,"130,00 TL",gida,257,1.8,20,20
Kent Meybon Mini Meyveli Kavanoz 504 gr Şeker,Amazon,"164,90 TL",gida,387,0,100,0
Organikmarketten 500 gr Erzurum İspir Fasulyesi,PttAVM,"148,76 TL",gida,,,,
Golf Maraşım Sandwich 120 ml Dondurma,Getir Büyük,"35,99 TL",gida,207,3.5,24.0,11.0
Algida Atelier Gelarto Belçika 430 ml Dondurma,Carrefour,"169,90 TL",gida,207,3.5,24.0,11.0
Avansas 18 Parça Ramazan Kolisi,Avansas,"575,00 TL",gida,,,,
Dost 200 ml %20 Yağlı Bitkisel Krema,Bim,"14,75 TL",gida,,,,
Organikmarketten 500 gr Erzurum İspir Fasulyesi,PttAVM,"148,76 TL",gida,,,,
Carlotti 200 gr Bisküvi Kedi Dili,Bim,"41,50 TL",gida,475,6.7,68,20
Olips 28 gr Şeftali Frambuaz Aromalı Şeker,Amazon,"18,75 TL",gida,39,0.9,10.0,0.3
Gelgör 5 kg Osmancık Pirinç,PttAVM,"400,95 TL",gida,360,7.1,79,0.5
Hanzade Bitkisel 1 kg 84 Mineralli Çankırı Kristal Toz Kaya Tuzu,Ebitkisel,"44,90 TL",gida,0,0,0,0
Og Natural 280 gr Rafine Şekersiz Çam Kozalağı Şurubu,Vegan Pazaryeri,"199,90 TL",gida,260,0,25,0.2
Talya Foods 200 gr Glutensiz Filizlenmiş Sorgum Makarnası,PttAVM,"167,00 TL",gida,,,,
Curelive 20 ml Üzerlik Yağı,PttAVM,"89,10 TL",gida,,,,
Bileb Serinhisar 4 kg Leblebi Unu,idefix,"319,90 TL",gida,378,20.0,62.0,6.0
Bellina 160 gr Bitter Pul Çikolata,Pazarama,"200,79 TL",gida,546,4.9,61,31
İste Gelsin 5 kg Çankırı Kristal Kaya Sofra Tuzu,PttAVM,"178,48 TL",gida,0,0,0,0
Tos Kore 50 gr Ginseng Kökü Tozu,idefix,"313,92 TL",gida,,,,
Siirt Pazar 1 kg Yerli Çiğ Badem İçi,PttAVM,"443,53 TL",gida,579,21.2,22.0,49.9
Ülker Dido Frambuazlı 40 gr Çikolata,PttAVM,"28,82 TL",gida,546,4.9,61,31
720 gr Çerez Tatlısı,Pazarama,"252,00 TL",gida,,,,
Ayka 5 kg Pilavlık Bulgur,PttAVM,"234,88 TL",gida,340,12.5,73,1
Dr. Gusto 40 gr Vanilya Özütü,Pazarama,"166,50 TL",gida,288,3.0,13.0,12.0
Kent Boringer 4x21 gr Ezogelin Çabuk Çorba,idefix,"45,90 TL",gida,40,1.5,7.0,1.0
Beypazarı 1 kg Üzümlü Cevizli Köfte,PttAVM,"380,00 TL",gida,250,26,0,20
Vizyon 10 kg Easy Pralin,PttAVM,"1.603,92 TL",gida,,,,
Mixmey 35 gr Jelimey Karışık Meyveli Yumuşak Şekerleme,Getir Büyük,"32,99 TL",gida,,,,
Şekeroğlu 1 kg Taze Öğütülmüş Karabiber,Pazarama,"427,50 TL",gida,,,,
İngro 5 kg Sarı Hardal Tozu,PttAVM,"1.305,56 TL",gida,66,3.0,5.0,4.0
Bizim Yöre 1 kg Malatya Hoşaflık Ekşi Yaprak Kayısı Kurusu,PttAVM,"302,11 TL",gida,48,1.4,11.0,0.4
Beyorganik 500 gr Organik Pirinç Unu,Özel Beslenme,"120,00 TL",gida,360,7.1,79,0.5
Ralila 500 ml Organik Talkım Elma Sirkesi,Fast Gross,"179,90 TL",gida,21,0,0.9,0
Knorr 2 kg Sütlü Patates Püresi,PttAVM,"1.239,87 TL",gida,77,2.0,17,0.1
SuperFresh Bütün Dilim 24 x 75 gr Ton Balığı,idefix,"793,90 TL",gida,193,24,0,11
Organik Bitkim 1 kg Demirhindi,organikbitkim,"222,00 TL",gida,,,,
Peyman 85 gr Nutzz Cheddar Soğan Aromalı Popcorn,Getir Büyük,"29,50 TL",gida,40,1.1,9.3,0.1
Milka 224 gr Oreolu Yılbaşı Çikolatası,Pazarama,"148,51 TL",gida,546,4.9,61,31
Lol 15 gr Sürpriz Top Yumurta,idefix,"97,81 TL",gida,143,13,1,10
Hellmann's 395 gr Fs Mayonez,idefix,"185,00 TL",gida,680,1.0,1.0,75.0
Tito 1 kg  İnülin,Amazon,"758,17 TL",gida,,,,
Nusnus 1 kg Çiğ Fındık,PttAVM,"185,29 TL",gida,628,15.0,17.0,61.0
Bebeto 35 gr Freeze Peach Rings Şeker,PttAVM,"42,19 TL",gida,387,0,100,0
Mecitefendi 500 ml Ananas Sirkesi,Fast Gross,"156,90 TL",gida,50,0.5,13.0,0.1
Tukaş 1650 gr Biber Domates Karışık Salça,Amazon,"208,00 TL",gida,18,0.9,3.9,0.2
Tabasco 12x60 ml Acı Biber Sosu,toptanmarketi,"749,50 TL",gida,31,1.0,6.0,0.3
Krk 300 gr Zeytinyağlı Kudret Narı,PttAVM,"231,31 TL",gida,,,,
Mahmood Rice 900 gr x 20 Adet Basmati Pirinç,idefix,"1.549,00 TL",gida,360,7.1,79,0.5
İpek Değirmen 5 kg Katkısız Kenevir Tohumu,PttAVM,"803,08 TL",gida,,,,
Naturdan 100 gr Kakao Tozu,Amazon,"190,90 TL",gida,228,19.6,57.9,13.7
TOS 100 gr İçli Köfte Baharatı,idefix,"128,79 TL",gida,250,26,0,20
Nursan 17 kg Biberiye Turşusu,emekpazari,"707,00 TL",gida,,,,
Pınar 2x500 gr Peynirli Su Böreği,PınarOnline,"238,68 TL",gida,192,6.0,20.0,9.0
Pınar 2x800 gr Tahinli Tepsi Böreği,PınarOnline,"260,94 TL",gida,,,,
Özgün Zeytin & Zeytincilik 5 lt Ayvalık'ın Natureli Zeytinyağı,Pazarama,"2.017,50 TL",gida,884,0,0,100
Master Farm X Nr1 140 gr Çiğ Karışık Kuruyemiş,Amazon,"44,00 TL",gida,607,17.0,23.0,50.0
Öncü 2x4350 gr Domates Salçası,idefix,"934,07 TL",gida,82,4.3,18.9,0.5
Tunalı Lokman Hekim 1 kg İğde ve Çekirdeği Tozu,Amazon,"249,00 TL",gida,,,,
Beyorganik 500 gr Organik Tarhana,Pazarama,"380,00 TL",gida,,,,
Dardanel 125 gr Çanakkale Sardalya,Amazon,"92,65 TL",gida,151,23,0,6
Ülker Hanımeller Çokodamla Kurabiye 82 gr X 18 Adet,Amazon,"419,99 TL",gida,502,6.0,64.0,24.0
"Kinder Country Sütlü Yer Fıstıklı 23,5 gr Çikolata",Bim,"18,00 TL",gida,546,4.9,61,31
Yayla 500 gr Gurme Kepekli Pirinç,Amazon,"33,50 TL",gida,360,7.1,79,0.5
Katmer 1 kg Tam Buğday Unu,emekpazari,"36,02 TL",gida,364,10.3,76.3,1.0
Yayla 5 kg Kırmızı Mercimek,Amazon,"230,96 TL",gida,,,,
Güneş 4x400 gr Mısır Nişastası,PttAVM,"214,96 TL",gida,381,0.3,91.3,0.1
Servili 4 lt Nar Ekşisi Sosu,PttAVM,"379,27 TL",gida,135,0.5,34.0,0.2
Knorr Tarçın 40gr,Getir Büyük,"29,99 TL",gida,,,,
Kellogg's 250 gr Çikolata Parçacıklı ve Fındıklı Granola,Amazon,"75,99 TL",gida,470,9,64,20
Knorr 82 gr Köfte Harcı,Getir Büyük,"25,99 TL",gida,250,26,0,20
Beyorganik 500 gr Organik Tarhana,Pazarama,"380,00 TL",gida,,,,
Dardanel 125 gr Çanakkale Sardalya,Amazon,"92,65 TL",gida,151,23,0,6
Ülker Hanımeller Çokodamla Kurabiye 82 gr X 18 Adet,Amazon,"419,99 TL",gida,502,6.0,64.0,24.0
Lol 15 gr Sürpriz Top Yumurta,idefix,"97,81 TL",gida,143,13,1,10
Mecitefendi 500 ml Ananas Sirkesi,Fast Gross,"156,90 TL",gida,50,0.5,13.0,0.1
Hellmann's 395 gr Fs Mayonez,idefix,"185,00 TL",gida,680,1.0,1.0,75.0
Yayla 500 gr Gurme Kepekli Pirinç,Amazon,"33,50 TL",gida,360,7.1,79,0.5
Katmer 1 kg Tam Buğday Unu,emekpazari,"36,02 TL",gida,364,10.3,76.3,1.0
Dr. Oetker Kivi ve Yeşil Elma Aromalı 100 gr Bitkisel Jöle,PttAVM,"48,04 TL",gida,52,0.3,14.0,0.2
SuperFresh Bütün Dilim 24 x 75 gr Ton Balığı,idefix,"793,90 TL",gida,193,24,0,11
Nusnus 1 kg Çiğ Fındık,PttAVM,"185,29 TL",gida,628,15.0,17.0,61.0
Bebeto 35 gr Freeze Peach Rings Şeker,PttAVM,"42,19 TL",gida,387,0,100,0
Sorina 90 gr Çıtır Keyif Smoki Poporn Mix,Amazon,"995,00 TL",gida,,,,
"Kinder Country Sütlü Yer Fıstıklı 23,5 gr Çikolata",Bim,"18,00 TL",gida,546,4.9,61,31
Garliko 25'li Kurutulmuş Dolmalık Patlıcan,Şok,"119,90 TL",gida,25,1.0,6.0,0.2
Ülker Taç 3'lü 76 gr Susamlı Çörekotlu Susamlı Çörekotlu Kraker,PttAVM,"32,20 TL",gida,,,,
Tarım Kredi Birlik Soğuk Sıkım Naturel Sızma 1 lt Zeytinyağı,PttAVM,"389,00 TL",gida,884,0,0,100
Elvan Fondante Sütlü 500 gr Çikolata,idefix,"221,64 TL",gida,546,4.9,61,31
Yayla 1 kg  Kırmızı Mercimek,Amazon,"46,50 TL",gida,,,,
Eti 7 gr Karam Sticks Bitter Çikolata,PttAVM,"106,33 TL",gida,546,4.9,61,31
Doritos Tatlı Kırmızı Biber Tadında 113 gr Cips,a101,"22,00 TL",gida,31,1.0,6.0,0.3
Züber 40 gr Yer Fıstıklı Çikolatalı Meyve Bar,Carrefour,"39,90 TL",gida,,,,
Carte D'Or 430 ml Chunkies Karamel,Şok,"149,90 TL",gida,,,,
Samba 135 gr İnce Trüf Mantarlı Patates Cips,a101,"39,50 TL",gida,77,2.0,17,0.1
Tadelle  32 gr Fındık Dolgulu Sütlü Çikolata,Pazarama,"422,91 TL",gida,546,4.9,61,31
Yudum Egemden 1 lt Naturel Sızma Yumuşak Lezzet Zeytinyağı,Bim,"165,00 TL",gida,884,0,0,100
Ülker Pralin 10 kg Bitter Çikolata,PttAVM,"1.777,88 TL",gida,546,4.9,61,31
Ova Un 25 kg Çift Geyik Baklavalık Böreklik Buğday Unu,PttAVM,"872,55 TL",gida,364,10.3,76.3,1.0
Suree Sriracha Crying Thaiger 440 ml Sos,Amazon,"209,25 TL",gida,,,,
Natural Köy Ürünleri 500 gr Ev Yapımı Çorbalık Maraş Tarhanası,PttAVM,"130,59 TL",gida,,,,
Ülker Albeni Xxl 280 gr Karamelli Çikolata,a101,"59,90 TL",gida,546,4.9,61,31
Ülker Ece Çikolata 2 kg & Ülker 2 kg Çikolatin,PttAVM,"2.386,41 TL",gida,546,4.9,61,31
Tigem 500 gr Siirt Fıstık,PttAVM,"399,00 TL",gida,567,25.8,16.1,49.2
Konak 300 gr Hanımefendi Antep Fıstık Parçacıklı & Dolgulu Sütlü Çikolata,Tarım Kredi Kooperatifi,"159,90 TL",gida,546,4.9,61,31
İPros 240 gr Macun,Pazarama,"89,10 TL",gida,,,,
Dardanel Bütün Dilim katkısız 1705 gr Yağda Ton Balığı,PttAVM,"576,58 TL",gida,193,24,0,11
Eti Tutku Kakao Kremalı 100 gr Mozaik Bisküvi,Getir Büyük,"13,99 TL",gida,475,6.7,68,20
Ülker 230 gr Xxl Dev Çıtırtı Çikolatalı Gofret,Bim,"98,00 TL",gida,510,6.6,58,27
Phyto Style 20 ml Ardıç Yağı,Pazarama,"234,70 TL",gida,,,,
Asuntaş 600 gr Bol Toz Antep Fıstıklı Toz Şeker İlaveli Bandırma Antepli Sucuk,PttAVM,"358,25 TL",gida,387,0,100,0
Aksu Vital 100 gr Öğütülmüş Siyah Üzüm Çekirdeği,Pazarama,"89,10 TL",gida,69,0.6,18.0,0.2
Doğan Baharatçılık 50 gr Saf Ginkgo Biloba Yaprağı,idefix,"191,19 TL",gida,,,,
Milka 112 gr Oreolu Yılbaşı Yumurtası,PttAVM,"160,20 TL",gida,,,,
Bio Vitals 20 ml Yasemin Yağı,PttAVM,"89,10 TL",gida,,,,
Lokman Aktar 1 kg Akgünlük Günlük Sığla Ağacı Sakızı,idefix,"805,50 TL",gida,,,,
Ege Lokman 1 lt Karabaş Suyu,PttAVM,"75,49 TL",gida,,,,
Dökme Ürünler 1 kg Medine Meşruk Hurma,PttAVM,"305,29 TL",gida,282,2.5,75.0,0.4
Ayvalık Baharat 400 gr Bisina Macunu,PttAVM,"163,98 TL",gida,,,,
Kent Boringer 750 gr Çilekli Topping Sos,PttAVM,"125,44 TL",gida,,,,
Mixmey 20 gr Şeftali Meyve Bar,Pazarama,"360,00 TL",gida,39,0.9,10.0,0.3
aktarix 10kg Rafine Edilmemiş Iyotsuz Çankırı Kaya Tuzu Ince Kristal Yemeklik,Amazon,"179,88 TL",gida,0,0,0,0
Defne Doğa 20 ml Çörekotu Yağı,Pazarama,"119,00 TL",gida,,,,
Tariş 5 lt Teneke Rafineri Zeytinyağı,Amazon,"1.320,00 TL",gida,884,0,0,100
Bağdat 1000 gr Doğal Tane Kuşburnu,Lokmanavm,"208,24 TL",gida,,,,
Hünnap 250 ml Organik Alıç Sirkesi,PttAVM,"109,45 TL",gida,,,,
Hekimoğlu 2x10 kg Un,PttAVM,"724,31 TL",gida,364,10.3,76.3,1.0
Pollyanna 400 gr Sütlü Damla Belçika Çikolatası,Amazon,"299,90 TL",gida,546,4.9,61,31
Halktan 750 gr Duble Cevizli Vezir Sucuk,Pazarama,"197,18 TL",gida,432,16,2,40
Astera 250 gr Kekik Şekeri,Amazon,"149,90 TL",gida,248,2,40,0
1 kg Bonibon Draje,PttAVM,"242,98 TL",gida,,,,
Dr. Oetker Sade 450 gr Kek Karışımı,Getir Büyük,"31,50 TL",gida,393,6.0,53,18
Hasata 1 kg Yozgat Sultani Yeşil Mercimek,Getir Büyük,"79,99 TL",gida,116,9.0,20.0,0.4
Dr Oetker 129 gr Yüksek Proteinli Pancake,Carrefour,"19,00 TL",gida,,,,
Şenay 650 gr Çam Kozalağı Şurubu,PttAVM,"142,78 TL",gida,260,0,25,0.2
Eti 7 gr Çikolata Sticks Sütlü Çikolata,PttAVM,"279,25 TL",gida,546,4.9,61,31
Kemal Ünlü Sirkeleri 750 ml Katkısız Elma Sirkesi Cam,PttAVM,"339,95 TL",gida,21,0,0.9,0
Themra 240 gr Ballı Kırmızı Ginsengli Macun,PttAVM,"147,37 TL",gida,,,,
Sinangil 1 kg Altın Hasat Katkısız Un,Amazon,"60,07 TL",gida,364,10.3,76.3,1.0
Balen 250 ml Kenevir Tohumu Yağı,Organik Ali,"639,90 TL",gida,,,,
Bozkırlı Çavuşoğlu 250 gr Doğal Siyah Susam,idefix,"189,91 TL",gida,,,,
Marmarabirlik 1 lt Pet Şişe Riviera Zeytinyağı,Pazarama,"413,10 TL",gida,884,0,0,100
Yumoş Amber 450 ml Çamaşır Yumuşatıcı Sprey,Pazarama,"89,90 TL",gida,,,,
Elvan 500 gr Choc Choc Çikolata,idefix,"199,90 TL",gida,546,4.9,61,31
Belberry 200 ml Japanese Yuzu Sirke,Amazon,"119,00 TL",gida,,,,
İpek Değirmen 5 kg Lüks Kuruyemiş Çekirdek Çiğ Siyah Ay Çekirdeği,PttAVM,"355,96 TL",gida,,,,
Eti 12x35 gr Lifalif Kırmızı Meyveli Yulaf Bar,Amazon,"172,00 TL",gida,389,16.9,66.3,6.9
Nova 6x1705 gr Ton Balığı,PttAVM,"2.280,00 TL",gida,193,24,0,11
Eti 13 gr Petito Bol Sütlü Çikolata,PttAVM,"146,10 TL",gida,546,4.9,61,31
Karamanlı Un 50 kg Ekmeklik Yufkalık Un,PttAVM,"1.337,71 TL",gida,364,10.3,76.3,1.0
20 ml Pirinç Kepeği Yağı,Pazarama,"170,10 TL",gida,360,7.1,79,0.5
Kırlangıç Ayçiçek Yağı 18 lt,Pazarama,"1.549,00 TL",gida,884,0,0,100
Fibrelle 2.5 kg Prebiyotik Lifli Stevia Toz Tatlandırıcı,Amazon,"1.351,11 TL",gida,,,,
Ülker 200 gr Kuvertür Bitter Çikolata,Şok,"94,95 TL",gida,546,4.9,61,31
Ülker 91 gr İkramlık Mini All Star Karma Paket,emekpazari,"42,64 TL",gida,,,,
Cocowiss Chocolate 300 gr Karamel Sos,Pazarama,"251,91 TL",gida,,,,
Altıncezve 80 Tablet Stevia Tablet Tatlandırıcı,PttAVM,"89,94 TL",gida,,,,
Mesir-i Şifa 240 gr İmsuln Macunu,idefix,"250,00 TL",gida,,,,
Dr. Oetker 115 gr Çikolata Parçalı Puding,Getir Büyük,"19,99 TL",gida,546,4.9,61,31
Ülker Dankek Pöti 35 gr Hindistan Cevizli Muffin Kek,Getir Büyük,"5,99 TL",gida,377,6.0,56.0,15.0
Yayla 2 kg Kırmızı Mercimek,Getir Büyük,"129,99 TL",gida,,,,
Ekoloji Market 50 gr Organik Pul Biber Acı,Amazon,"140,00 TL",gida,31,1.0,6.0,0.3
Züber 96 gr Lokma Kakao Çekirdeği Kaplı Çifte Kavrulmuş Fındık Ezmeli Meyve Topu,Tarım Kredi Kooperatifi,"42,90 TL",gida,628,15.0,17.0,61.0
Sarelle 33 gr  Fındık Ezmeli Gofret,a101,"25,00 TL",gida,510,6.6,58,27
Eti 162 gr Popkek Mini Bitter Çikolatalı Kek,Şok,"29,90 TL",gida,393,6.0,53,18
Bağdat Baharat 500 gr Etsiz Çiğ Köfte Baharatı,PttAVM,"180,23 TL",gida,250,26,0,20
Nuhun Ankara 350 gr Sebzeli Nuhun Gemisi Makarna,Carrefour,"31,25 TL",gida,370,13,75,1.5
Eti 40 gram Form Mahlepli Çiyalı ve Çörek Otlu Kepekli Bisküvi,Amazon,"9,98 TL",gida,475,6.7,68,20
Tat 400 gr Fasulye Pilaki,Getir Büyük,"49,50 TL",gida,,,,
Tat 200 gr Kuskus Salatalı Bowl,Amazon,"67,39 TL",gida,,,,
1 kg Çiğ Fındık İçi,PttAVM,"399,61 TL",gida,628,15.0,17.0,61.0
Biryağ 5 lt Ayçiçek Yağı Teneke,Carrefour,"384,90 TL",gida,884,0,0,100
Lindt Milk Raisin Hazelnut Gold 300 gr Çikolata,idefix,"599,90 TL",gida,546,4.9,61,31
Eti Tutku 100 gr Bisküvi,Pazarama,"18,75 TL",gida,475,6.7,68,20
Kent 1 kg Elegan Çikolatalı Dökme Şeker,Ofisegetirelim,"227,88 TL",gida,387,0,100,0
Tat 560 gr Köy Domates Salçası,Carrefour,"87,50 TL",gida,82,4.3,18.9,0.5
Tamek 380 gr Kızartma Patlıcan Konservesi,Amazon,"65,90 TL",gida,25,1.0,6.0,0.2
Duru 1 kg Dermason Fasulye,Amazon,"76,00 TL",gida,,,,
Wasa Sade 275 gr Gevrek Ekmek,Bim,"65,00 TL",gida,367,6.5,83,1.5
Tikveşli %18 Yağlı 200 ml Krema,Amazon,"37,96 TL",gida,,,,
Eti Browni 200 gr Çikolatalı Kek,Amazon,"53,60 TL",gida,393,6.0,53,18
Keskinoğlu 850 gr Dondurulmuş Piliç Çıtır Kova,a101,"169,00 TL",gida,165,31,0,3.6
Elit Çikolata 1 kg Sütlü Çikolata Altın Yaldızlı Çikolatin,Amazon,"850,00 TL",gida,546,4.9,61,31
Barilla 10x250 gr Tortellini Formaggi Makarna,PttAVM,"1.666,50 TL",gida,370,13,75,1.5
Aktarix 1 kg Öğütülmüş Karabaş Otu Tozu,Amazon,"431,88 TL",gida,,,,
Şölen 154 gr Ozmo Mini Egg,PttAVM,"225,64 TL",gida,546,4.9,61,31
Artuklu Yemen 1 kg İzmir Çekirdeksiz Kuru Üzüm,Bahasam,"200,00 TL",gida,299,3.1,79.2,0.5
Ülker Hobby 6 gr Mini Çikolata,Pazarama,"223,02 TL",gida,546,4.9,61,31
Dardanel 3x140 gr Ayçiçek Yağlı Ton Balığı,Amazon,"276,25 TL",gida,193,24,0,11
Heinz 1000x9 gr Tek Kullanımlık Ketçap,PttAVM,"1.354,08 TL",gida,112,1.2,25.0,0.3
Nimet 6x60 gr Dondurulmuş Boyoz,a101,"59,00 TL",gida,,,,
FarmaEX 50 ml Kırlangıç Otu Sıvı Ekstraktı,Pazarama,"471,20 TL",gida,,,,
Pınar 2x180 gr Dana Döner,PınarOnline,"283,61 TL",gida,250,26,0,20
Sunlife 1200'lü Tablet Sweetener Tatlandırıcı,idefix,"247,41 TL",gida,,,,
Densa Essential 10 ml Defne Yağı,Pazarama,"290,00 TL",gida,,,,
Ayvalık Baharat 100 gr Zeytin Yaprağı,PttAVM,"119,58 TL",gida,115,0.8,6.3,11
Ayvalık Baharat 100 gr Zeytin Yaprağı,PttAVM,"119,58 TL",gida,115,0.8,6.3,11
Kestat 1000 gr Cam Kavanoz Bütün Kestane Şekeri,idefix,"999,90 TL",gida,248,2,40,0
Slim Plus 3x500 gr Glütensiz Yulaf Unu,idefix,"484,50 TL",gida,389,16.9,66.3,6.9
Malkoç 500 gr Arpa Unu,idefix,"162,46 TL",gida,364,10.3,76.3,1.0
Tellioğlu 2x10 kg Çok Amaçlı Un,Tellioğlu Değirmen,"564,00 TL",gida,364,10.3,76.3,1.0
Online Çiftçi 1 kg Natürel Kavrulmuş Antep Fıstığı,PttAVM,"601,05 TL",gida,562,20.0,28.0,45.0
TOS The Organic Spices 100 gr Stevia Yaprak Tozu,PttAVM,"166,57 TL",gida,,,,
Aktarcınız 1 kg Sıkma Tarhana Malatya,PttAVM,"211,51 TL",gida,,,,
Karia Pazar 250 gr Çakıl Taşı Draje Çikolata,PttAVM,"112,99 TL",gida,546,4.9,61,31
Organik Bitkim 20 Adet Dolmalık Patlıcan Kurusu,organikbitkim,"139,00 TL",gida,25,1.0,6.0,0.2
Ege Bağları 2x2 lt Üzüm Sirkesi,PttAVM,"327,19 TL",gida,69,0.6,18.0,0.2
Organik Bitkim 500 gr Sarı Halile Çekirdeği,organikbitkim,"244,00 TL",gida,,,,
Anadolunun Özü 300 gr Pirinç Kepeği,Pazarama,"179,78 TL",gida,360,7.1,79,0.5
